tick,population,average_speed
487,72,0.05476233022990226
488,72,0.05476233022990226
489,71,0.04968957282879782
490,72,0.05091618512597298
491,72,0.05091618512597298
492,74,0.05661731650780101
493,73,0.05650990138393087
494,74,0.0557462540679318
495,74,0.060799088572135146
496,74,0.060799088572135146
497,73,0.05697970174344385
498,74,0.05769369284111986
499,74,0.05769369284111986
500,73,0.0563623395894711
501,73,0.0563623395894711
502,72,0.052107409962016064
503,73,0.052494997031350736
504,73,0.052494997031350736
505,72,0.047848750314277655
506,72,0.047848750314277655
507,72,0.047848750314277655
508,72,0.047848750314277655
509,72,0.042170088998388505
510,72,0.042170088998388505
511,72,0.04048268863941307
512,71,0.03984018757480532
513,71,0.03984018757480532
514,71,0.03984018757480532
515,71,0.03984018757480532
516,72,0.04500594146216266
517,72,0.04421836269811012
518,72,0.047658161419542044
519,74,0.0485341691977036
520,75,0.048160316273672316
521,75,0.048160316273672316
522,75,0.048160316273672316
523,75,0.048160316273672316
524,76,0.04875990128166871
525,76,0.04875990128166871
526,76,0.04875990128166871
527,76,0.04875990128166871
528,74,0.038317309672625886
529,74,0.038545923649775896
530,75,0.038123574775443286
531,75,0.033377895680376565
532,76,0.03293871284247687
533,76,0.03293871284247687
534,77,0.034330058658076576
535,78,0.0358525930327217
536,77,0.035461360805688194
537,77,0.035461360805688194
538,78,0.03603040118929955
539,78,0.03603040118929955
540,78,0.03603040118929955
541,79,0.04072765392659631
542,79,0.04072765392659631
543,79,0.04072765392659631
544,79,0.04072765392659631
545,80,0.04261516355515131
546,80,0.04261516355515131
547,78,0.04138226696990405
548,78,0.04138226696990405
549,78,0.04138226696990405
550,77,0.03663251241839963
551,77,0.03663251241839963
552,77,0.03663251241839963
553,77,0.03663251241839963
554,78,0.03671258098256259
555,78,0.03671258098256259
556,78,0.03671258098256259
557,78,0.03671258098256259
558,79,0.0366942245288388
559,80,0.03599168691572923
560,79,0.035398540556031005
561,79,0.035398540556031005
562,80,0.03495605879908062
563,78,0.03172528552707801
564,79,0.032299122840865065
565,79,0.032299122840865065
566,78,0.030255157438683903
567,78,0.030255157438683903
568,79,0.029872180762244866
569,81,0.030216255376061228
570,82,0.03057128452718873
571,81,0.030004895583759798
572,82,0.034260875511032164
573,83,0.03495815336549636
574,83,0.03495815336549636
575,83,0.03495815336549636
576,83,0.038310154555056805
577,84,0.03879203543990478
578,84,0.03879203543990478
579,84,0.03879203543990478
580,85,0.038335658552376486
581,86,0.040074789396495065
582,87,0.040327492881492816
583,86,0.03600834201424815
584,86,0.03600834201424815
585,86,0.03600834201424815
586,87,0.03573710464410401
587,88,0.0353310011822392
588,89,0.038773655852857344
589,90,0.038508283881776746
590,90,0.038508283881776746
591,92,0.04032938493877823
592,92,0.04032938493877823
593,92,0.038654436221725534
594,92,0.038654436221725534
595,92,0.038654436221725534
596,94,0.04095896371024769
597,94,0.04095896371024769
598,95,0.04238586544121164
599,95,0.04238586544121164
600,96,0.041949087150660314
601,96,0.041949087150660314
602,97,0.046365899636846224
603,97,0.046365899636846224
604,98,0.047580688238233054
605,100,0.051159505624394905
606,100,0.051159505624394905
607,102,0.05530301016107173
608,102,0.05530301016107173
609,101,0.05694335774911645
610,100,0.05526379165009516
611,101,0.05565812129686817
612,104,0.05849315127994335
613,104,0.05849315127994335
614,104,0.05849315127994335
615,104,0.05804507454926862
616,103,0.054712744584167285
617,103,0.054712744584167285
618,103,0.054712744584167285
619,102,0.050637576410377805
620,102,0.050637576410377805
621,101,0.04939126896739321
622,100,0.045387736243981305
623,97,0.03881018125130527
624,97,0.03810967677253729
625,97,0.03810967677253729
626,96,0.03331878455686187
627,97,0.03297529193256433
628,97,0.03297529193256433
629,96,0.025402104717192796
630,96,0.025402104717192796
631,96,0.025402104717192796
632,96,0.025402104717192796
633,97,0.025140227348974312
634,97,0.025140227348974312
635,98,0.026322878589877682
636,98,0.026322878589877682
637,97,0.02568486138206882
638,98,0.026367884393910523
639,97,0.02506149413116325
640,96,0.024034203309247035
641,96,0.024034203309247035
642,98,0.0244317282939011
643,99,0.024184943159619273
644,98,0.02331116663092694
645,99,0.0232016634282995
646,100,0.023580092684374835
647,100,0.023079734001405627
648,100,0.023079734001405627
649,100,0.023079734001405627
650,101,0.022851221783569926
651,102,0.023541332709860162
652,102,0.023541332709860162
653,103,0.024867574864371897
654,103,0.024867574864371897
655,103,0.024208721424857287
656,104,0.025485569062776766
657,104,0.025485569062776766
658,104,0.025485569062776766
659,104,0.025485569062776766
660,105,0.02593314382053766
661,105,0.02593314382053766
662,105,0.02593314382053766
663,105,0.02593314382053766
664,106,0.026394712779324307
665,108,0.0270033018522147
666,109,0.0267555651379742
667,109,0.0267555651379742
668,110,0.027381902185628287
669,110,0.027381902185628287
670,110,0.027381902185628287
671,110,0.027381902185628287
672,110,0.027381902185628287
673,111,0.02845746431410353
674,112,0.029558544467152358
675,114,0.03006526499856722
676,114,0.03006526499856722
677,115,0.030369963583431765
678,116,0.03039546523281999
679,116,0.03039546523281999
680,116,0.03039546523281999
681,115,0.030001425999340886
682,115,0.030001425999340886
683,115,0.030001425999340886
684,115,0.030001425999340886
685,116,0.02974279301658795
686,116,0.02974279301658795
687,116,0.02974279301658795
688,116,0.02974279301658795
689,115,0.02930710851475503
690,115,0.02930710851475503
691,114,0.02832699500209933
692,114,0.02832699500209933
693,113,0.027752521185611945
694,114,0.028953885519219756
695,115,0.028702112601661323
